---------------------------------------------------------------
|Name                                              |Effekt    |
|モデルDEファイト(Model DE Fight)                         |Positive  |
|Crimson Light                                     |Positive  |
|Muay Thai Fighting                                |Positive  |
|The Legend of Monster Mountain                    |Positive  |
|SmartBoy                                          |Positive  |
|Intelligence: Anime girls                         |Positive  |
|Masked Forces 3                                   |Positive  |
|Mahjong Pretty Manga Girls                        |Positive  |
|Envoy of Nezphere                                 |Positive  |
|War.io : Survival Battle Royale                   |Positive  |
|Fort                                              |Positive  |
|Tale of Palmi                                     |Positive  |
|YOU - The Untold Stories                          |Positive  |
|VR Jogger                                         |Positive  |
|HotHead                                           |Positive  |
|Flameruby                                         |Positive  |
|Sim Racing Telemetry - MotoGP 18                  |Positive  |
|Outback Survival                                  |Positive  |
|Twin-stick hell games pack                        |Positive  |
|Boom! Maze                                        |Positive  |
|Bright Bob                                        |Positive  |
|Galactic Battles                                  |Positive  |
|Little Marisa's Disaster Journey                  |Positive  |
|Eon Fleet                                         |Positive  |
|Poker Simulator                                   |Positive  |
|AutoTileSet                                       |Positive  |
|Fallen Enchantress: Legendary Heroes - The Dead World DLC|Positive  |
|Space Rocket                                      |Positive  |
|Rise of the Pirates                               |Positive  |
|Songbringer - The Trial of Ren                    |Positive  |
|Where Angels Cry Bundle                           |Positive  |
|Blinding Dark                                     |Positive  |
|Commanager Tycoon                                 |Positive  |
|Games by Tonguç Bodur                             |Positive  |
|Spakoyno GOTY Edition                             |Positive  |
|Pure Pool + Snooker Bundle                        |Positive  |
|The Ankh Pack                                     |Positive  |
|Storm Sharks                                      |Positive  |
|Winions: Mana Champions                           |Positive  |
|Lost in the Dungeon                               |Positive  |
|Apocalypse zombie Race                            |Positive  |
|Favor Chess                                       |Positive  |
|Monster RPG 3                                     |Positive  |
|Battle Simulator                                  |Positive  |
|DeepWeb                                           |Positive  |
|Urbance Clans Card Battle!                        |Positive  |
|Dr. Pills                                         |Positive  |
